Time, Value
34376, 138.18
34384, 137.41
34393, 137.41
34405, 137.36
34413, 137.36
34423, 137.64
34434, 137.76
34442, 137.76
34452, 137.98
34460, 137.97
34471, 137.97
34480, 137.99
34489, 137.72
34499, 137.72
34509, 137.77
34517, 137.77
34527, 138.04
34536, 138.64
34546, 138.64
34557, 138.68
34565, 138.68
34576, 138.52
34585, 137.53
34593, 137.53
34604, 137.61
34613, 138.24
34623, 138.24
34632, 138.5
34641, 138.47
34651, 138.47
34661, 138
34671, 138.16
34680, 138.16
34687, 138.34
34699, 138.34
34708, 137.98
34717, 138.31
34727, 138.31
34738, 137.65
34746, 137.65
34756, 137.87
34767, 137.43
34777, 137.43
34786, 137.65
34795, 137.92
34806, 137.92
34816, 138.08
34825, 138.08
34834, 138.04
34845, 138.01
34853, 138.01
34863, 138.08
34873, 138.13
34883, 138.13
34894, 138.55
34904, 138.68
34913, 138.68
34922, 138.93
34932, 139.13
34941, 139.13
34950, 139.24
34958, 139.24
34969, 139.71
34978, 139.39
34987, 139.39
34998, 138.9
35006, 138.9
35015, 138.15
35026, 138.51
35036, 138.51
35045, 138.59
35060, 138.95
35071, 138.57
35082, 138.57
35092, 138.5
35101, 138.16
35111, 138.16
35121, 138.05
35131, 137.62
35142, 137.62
35152, 137.99
35161, 137.91
35171, 137.91
35181, 138.09
35189, 138.09
35200, 138.16
35208, 138.04
35218, 138.04
35229, 138.07
35237, 137.96
35246, 137.96
35254, 138.01
35265, 138.01
35274, 138.15
35282, 138.15
35294, 138.6
35303, 138.34
35311, 138.34
35322, 138.06
35332, 137.84
35341, 137.84
35352, 137.87
35360, 138.41
35370, 138.41
35380, 138.24
35389, 138.24
35400, 138.59
35408, 138.62
35419, 138.62
35431, 138.75
35439, 139.14
35448, 139.14
35456, 139.2
35467, 139.2
35477, 139.25
35485, 139.26
35496, 139.26
35506, 139.02
35515, 138.75
35526, 138.75
35535, 138.83
35543, 138.83
35555, 138.85
35563, 138.56
35572, 138.56
35582, 138.61
35591, 137.79
35600, 137.79
35609, 138.26
35618, 138.26
35628, 138.06
35637, 137.92
35646, 137.92
35656, 138
35665, 138
35675, 138.36
35683, 139.23
35694, 139.23
35703, 139.43
35712, 139.45
35725, 139.45
35734, 138.5
35742, 138.5
35752, 136.39
35763, 137.13
35771, 137.13
35780, 137.5
35791, 137.87
35800, 137.87
35809, 137.86
35819, 137.86
35829, 138.45
35839, 138.09
35847, 138.09
35858, 137.92
35866, 137.93
35875, 137.93
35887, 138
35895, 138
35904, 138.06
35913, 138.28
35923, 138.28
35935, 138.49
35943, 138.49
35953, 139.13
35964, 139.2
35973, 139.2
35982, 139.03
35992, 139.75
36001, 139.75
36010, 140.08
36020, 140.08
36030, 140.97
36039, 140.09
36047, 140.09
36059, 140.12
36067, 139.36
36076, 139.36
36088, 139.4
36097, 139.15
36105, 139.15
36115, 138.66
36126, 138.66
36135, 137.74
36144, 137.93
36155, 137.93
36164, 137.75
36173, 137.75
36184, 138.15
36194, 138.6
36201, 138.6
36211, 138.67
36220, 138.96
36231, 138.96
36239, 139.32
36248, 139.32
36260, 139.65
36268, 140.77
36278, 140.77
36289, 140.5
36297, 140.5
36306, 140.42
36316, 140.15
36325, 140.15
36335, 140.23
36343, 140.72
36354, 140.72
36364, 141.23
36373, 141.23
36383, 140.36
36392, 140.16
36402, 140.16
36413, 139.98
36427, 140.02
36437, 139.87
36446, 139.87
36457, 140.07
36466, 140.07
36474, 139.9
36482, 139.95
36493, 139.95
36503, 139.71
36511, 139.71
36523, 140.41
36533, 140.66
36541, 140.66
36553, 140.37
36562, 140.8
36570, 140.8
